0.001000	-1.000000
0.002000	-0.999306
0.003000	-0.998609
0.004000	-0.997909
0.005000	-0.997208
0.006000	-0.996503
0.007000	-0.995796
0.008000	-0.995087
0.009000	-0.994375
0.010000	-0.993661
0.011000	-0.992944
0.012000	-0.992225
0.013000	-0.991504
0.014000	-0.990779
0.015000	-0.990053
0.016000	-0.989324
0.017000	-0.988592
0.018000	-0.987858
0.019000	-0.987121
0.020000	-0.986382
0.021000	-0.985641
0.022000	-0.984896
0.023000	-0.984150
0.024000	-0.983401
0.025000	-0.982649
0.026000	-0.981895
0.027000	-0.981139
0.028000	-0.980380
0.029000	-0.979618
0.030000	-0.978854
0.031000	-0.978088
0.032000	-0.977319
0.033000	-0.976547
0.034000	-0.975774
0.035000	-0.974997
0.036000	-0.974218
0.037000	-0.973437
0.038000	-0.972653
0.039000	-0.971866
0.040000	-0.971078
0.041000	-0.970286
0.042000	-0.969492
0.043000	-0.968696
0.044000	-0.967897
0.045000	-0.967096
0.046000	-0.966292
0.047000	-0.965485
0.048000	-0.964677
0.049000	-0.963865
0.050000	-0.963051
0.051000	-0.962235
0.052000	-0.961416
0.053000	-0.960595
0.054000	-0.959771
0.055000	-0.958945
0.056000	-0.958116
0.057000	-0.957285
0.058000	-0.956451
0.059000	-0.955614
0.060000	-0.954776
0.061000	-0.953934
0.062000	-0.953090
0.063000	-0.952244
0.064000	-0.951395
0.065000	-0.950544
0.066000	-0.949690
0.067000	-0.948834
0.068000	-0.947975
0.069000	-0.947114
0.070000	-0.946250
0.071000	-0.945383
0.072000	-0.944515
0.073000	-0.943643
0.074000	-0.942769
0.075000	-0.941893
0.076000	-0.941014
0.077000	-0.940133
0.078000	-0.939249
0.079000	-0.938362
0.080000	-0.937473
0.081000	-0.936582
0.082000	-0.935688
0.083000	-0.934792
0.084000	-0.933893
0.085000	-0.932991
0.086000	-0.932087
0.087000	-0.931181
0.088000	-0.930272
0.089000	-0.929360
0.090000	-0.928446
0.091000	-0.927530
0.092000	-0.926611
0.093000	-0.925689
0.094000	-0.924765
0.095000	-0.923839
0.096000	-0.922910
0.097000	-0.921978
0.098000	-0.921044
0.099000	-0.920107
0.100000	-0.919168
0.101000	-0.918227
0.102000	-0.917282
0.103000	-0.916336
0.104000	-0.915386
0.105000	-0.914435
0.106000	-0.913481
0.107000	-0.912524
0.108000	-0.911565
0.109000	-0.910603
0.110000	-0.909639
0.111000	-0.908672
0.112000	-0.907702
0.113000	-0.906731
0.114000	-0.905756
0.115000	-0.904779
0.116000	-0.903800
0.117000	-0.902818
0.118000	-0.901834
0.119000	-0.900847
0.120000	-0.899857
0.121000	-0.898865
0.122000	-0.897871
0.123000	-0.896873
0.124000	-0.895874
0.125000	-0.894872
0.126000	-0.893867
0.127000	-0.892860
0.128000	-0.891850
0.129000	-0.890838
0.130000	-0.889823
0.131000	-0.888806
0.132000	-0.887786
0.133000	-0.886764
0.134000	-0.885739
0.135000	-0.884712
0.136000	-0.883682
0.137000	-0.882650
0.138000	-0.881615
0.139000	-0.880577
0.140000	-0.879537
0.141000	-0.878495
0.142000	-0.877450
0.143000	-0.876402
0.144000	-0.875352
0.145000	-0.874299
0.146000	-0.873244
0.147000	-0.872187
0.148000	-0.871126
0.149000	-0.870064
0.150000	-0.868998
0.151000	-0.867930
0.152000	-0.866860
0.153000	-0.865787
0.154000	-0.864712
0.155000	-0.863634
0.156000	-0.862553
0.157000	-0.861470
0.158000	-0.860385
0.159000	-0.859297
0.160000	-0.858206
0.161000	-0.857113
0.162000	-0.856017
0.163000	-0.854919
0.164000	-0.853818
0.165000	-0.852715
0.166000	-0.851609
0.167000	-0.850500
0.168000	-0.849389
0.169000	-0.848276
0.170000	-0.847160
0.171000	-0.846041
0.172000	-0.844920
0.173000	-0.843797
0.174000	-0.842670
0.175000	-0.841542
0.176000	-0.840410
0.177000	-0.839277
0.178000	-0.838140
0.179000	-0.837001
0.180000	-0.835860
0.181000	-0.834716
0.182000	-0.833569
0.183000	-0.832420
0.184000	-0.831269
0.185000	-0.830114
0.186000	-0.828958
0.187000	-0.827799
0.188000	-0.826637
0.189000	-0.825472
0.190000	-0.824305
0.191000	-0.823136
0.192000	-0.821964
0.193000	-0.820790
0.194000	-0.819612
0.195000	-0.818433
0.196000	-0.817251
0.197000	-0.816066
0.198000	-0.814879
0.199000	-0.813689
0.200000	-0.812496
0.201000	-0.811301
0.202000	-0.810104
0.203000	-0.808904
0.204000	-0.807701
0.205000	-0.806496
0.206000	-0.805288
0.207000	-0.804078
0.208000	-0.802865
0.209000	-0.801650
0.210000	-0.800432
0.211000	-0.799212
0.212000	-0.797988
0.213000	-0.796763
0.214000	-0.795535
0.215000	-0.794304
0.216000	-0.793071
0.217000	-0.791835
0.218000	-0.790597
0.219000	-0.789356
0.220000	-0.788112
0.221000	-0.786866
0.222000	-0.785617
0.223000	-0.784366
0.224000	-0.783113
0.225000	-0.781856
0.226000	-0.780597
0.227000	-0.779336
0.228000	-0.778072
0.229000	-0.776805
0.230000	-0.775536
0.231000	-0.774265
0.232000	-0.772990
0.233000	-0.771714
0.234000	-0.770434
0.235000	-0.769152
0.236000	-0.767868
0.237000	-0.766581
0.238000	-0.765291
0.239000	-0.763999
0.240000	-0.762704
0.241000	-0.761407
0.242000	-0.760107
0.243000	-0.758805
0.244000	-0.757500
0.245000	-0.756192
0.246000	-0.754882
0.247000	-0.753569
0.248000	-0.752254
0.249000	-0.750936
0.250000	-0.749615
0.251000	-0.748292
0.252000	-0.746967
0.253000	-0.745639
0.254000	-0.744308
0.255000	-0.742975
0.256000	-0.741639
0.257000	-0.740300
0.258000	-0.738959
0.259000	-0.737616
0.260000	-0.736270
0.261000	-0.734921
0.262000	-0.733570
0.263000	-0.732216
0.264000	-0.730859
0.265000	-0.729500
0.266000	-0.728139
0.267000	-0.726775
0.268000	-0.725408
0.269000	-0.724038
0.270000	-0.722667
0.271000	-0.721292
0.272000	-0.719915
0.273000	-0.718535
0.274000	-0.717153
0.275000	-0.715768
0.276000	-0.714381
0.277000	-0.712991
0.278000	-0.711598
0.279000	-0.710203
0.280000	-0.708806
0.281000	-0.707405
0.282000	-0.706002
0.283000	-0.704597
0.284000	-0.703189
0.285000	-0.701778
0.286000	-0.700365
0.287000	-0.698949
0.288000	-0.697531
0.289000	-0.696110
0.290000	-0.694686
0.291000	-0.693260
0.292000	-0.691831
0.293000	-0.690400
0.294000	-0.688966
0.295000	-0.687530
0.296000	-0.686090
0.297000	-0.684649
0.298000	-0.683204
0.299000	-0.681758
0.300000	-0.680308
0.301000	-0.678856
0.302000	-0.677401
0.303000	-0.675944
0.304000	-0.674484
0.305000	-0.673022
0.306000	-0.671557
0.307000	-0.670089
0.308000	-0.668619
0.309000	-0.667146
0.310000	-0.665671
0.311000	-0.664193
0.312000	-0.662712
0.313000	-0.661229
0.314000	-0.659743
0.314999	-0.658255
0.315999	-0.656764
0.316999	-0.655271
0.317999	-0.653774
0.318999	-0.652276
0.319999	-0.650774
0.320999	-0.649270
0.321999	-0.647764
0.322999	-0.646255
0.323999	-0.644743
0.324999	-0.643228
0.325999	-0.641712
0.326999	-0.640192
0.327999	-0.638670
0.328999	-0.637145
0.329999	-0.635618
0.330999	-0.634088
0.331999	-0.632555
0.332999	-0.631020
0.333999	-0.629482
0.334999	-0.627942
0.335999	-0.626399
0.336999	-0.624853
0.337999	-0.623305
0.338999	-0.621754
0.339999	-0.620201
0.340999	-0.618645
0.341999	-0.617086
0.342999	-0.615525
0.343999	-0.613961
0.344999	-0.612395
0.345999	-0.610825
0.346999	-0.609254
0.347999	-0.607679
0.348999	-0.606103
0.349999	-0.604523
0.350999	-0.602941
0.351999	-0.601356
0.352999	-0.599769
0.353999	-0.598179
0.354999	-0.596586
0.355999	-0.594991
0.356999	-0.593393
0.357999	-0.591793
0.358999	-0.590190
0.359999	-0.588584
0.360999	-0.586976
0.361999	-0.585365
0.362999	-0.583751
0.363999	-0.582135
0.364999	-0.580517
0.365999	-0.578895
0.366999	-0.577271
0.367999	-0.575645
0.368999	-0.574015
0.369999	-0.572384
0.370999	-0.570749
0.371999	-0.569112
0.372999	-0.567472
0.373999	-0.565830
0.374999	-0.564185
0.375999	-0.562538
0.376999	-0.560887
0.377999	-0.559235
0.378999	-0.557579
0.379999	-0.555921
0.380999	-0.554260
0.381999	-0.552597
0.382999	-0.550931
0.383999	-0.549263
0.384999	-0.547591
0.385999	-0.545918
0.386999	-0.544241
0.387999	-0.542562
0.388999	-0.540880
0.389999	-0.539196
0.390999	-0.537509
0.391998	-0.535820
